ID,ServiceName,Level,Text,ReferenceNumber,RequestID,ProcessID,CreationDate
0C6B16CF-EBE2-4D5F-A7E7-9A9F46DEBA7C,DayCareSubsidySecondParentRequest@labor.gov.il,5,נהדר חסכתם המון מאמץ ,162439,2882F12D-C9A2-4092-BC1B-838DEDC3719A,NULL,53:34.4
6C46C2E3-9A0D-4F8F-8F2F-32C00368A65A,DayCareSubsidySecondParentRequest@labor.gov.il,3,"היינו אמורים למלא פרטים עבור אשתי ויצא שזה עבורי, שוב. מקווה שהבקשה לא תתבטל בעקבות זה.",170037,7A34DDB1-31C1-4C1F-9C8A-AFC1C7F3B86D,NULL,51:45.5
8F6EA4AF-DFF6-4B3E-94DA-1ECA75F19285,DayCareSubsidySecondParentRequest@labor.gov.il,5,לא מובן איזה מסמכים יש להביא,123515,0A6B32AC-BFC7-41F2-A942-47F5F780F433,NULL,38:37.6
C86D38A6-B089-496F-9D7C-E5A2434DA4A7,DayCareSubsidySecondParentRequest@labor.gov.il,5,"היה נחמד אם היה ברור מה המסמכים הנדרשים 
כי עכשיו לא כתוב רק כתוב שחסר מסמכים ",138729,B6A3396E-ADB5-4D7A-B93C-967B2348D64B,B9A0E4F8-5E2F-48F4-A126-4EE2DAD1C2CD,14:02.6
D502EB38-ED46-4181-B4F7-978C40C681AE,DayCareSubsidySecondParentRequest@labor.gov.il,5,היי יש לי תלוש שהוא רטרו אחורה למשך שנה שלמה ואת זה לר צריך לחשב ל 6 חודשים אלא ל12 חודשים ואין את האפשרות הזאות בטופס להגיד תודה רבה,133375,DA105246-F0B3-4FC7-88BC-1630C3364567,NULL,19:33.0
DB6ECE0F-0EBE-4973-B25C-31C16D99320A,DayCareSubsidySecondParentRequest@labor.gov.il,5,מהיר מאוד וטוב מאוד,164855,A352F3D0-B689-4EAB-A5F4-364EACA46C6E,NULL,45:25.0
F7218B73-2A53-4CA2-8118-1EDFDCC2BF49,DayCareSubsidySecondParentRequest@labor.gov.il,1,"אי אפשר להבין כלום גם בתיחלת שנה סבלנו מזה ולא התייחסו אלינו והתפספס לנו ההרשמה 
בבקשה תתקשרו אלינו 0526902333",193464,935D7368-4AA3-49BE-9CC7-6113420877D3,NULL,06:58.1
6B38C95D-DE8E-4A71-8897-E66A24D375BF,DayCareSubsidySecondParentRequest@labor.gov.il,1,"לפרט בדיוק מה צריך בכל דבר ומי צריך למלא מה ואיפה 
וכן שיהיה מענה אנושי ברור ולא להעביר מנציג לנציג
תודה.",193475,66CC807E-2CD8-42D1-A343-49AC56686784,NULL,15:43.8
8BD8D98E-CB5B-4714-A630-9763D27553F0,DayCareSubsidySecondParentRequest@labor.gov.il,5,בכלום,153319,89329D82-BF0A-42EF-9DE5-FEA88C51660B,NULL,39:49.3
B7DBBDC5-A6F7-45A5-B83A-3093B4DA46EE,DayCareSubsidySecondParentRequest@labor.gov.il,5,התהליך התייעל משמעותית,178380,C4A5BF7E-2498-4649-B19A-D01B39F3646D,NULL,09:23.2
BAF289EA-23B5-485E-8E53-1A926B18F578,DayCareSubsidySecondParentRequest@labor.gov.il,5,"חוסך בירוקרטיה רבה
מאוד מובן ומסודר קליל ומונגש
תמשיכו כך",152190,F8A436A9-9B80-4814-9FC5-4E4D679577C4,NULL,25:58.5
B94EE066-EF8F-4E93-A1A0-E7DBC4B94860,DayCareSubsidySecondParentRequest@labor.gov.il,3,טעינת נתונים מהירה יותר בשעות העומס,113801,0E732572-5697-429D-9F13-8E50DA7A71D5,NULL,24:44.5
F6C71F6C-A4D5-4D6D-B916-976C676AABCF,DayCareSubsidySecondParentRequest@labor.gov.il,2,לא מספיק ברור ...,143105,184162BF-B716-4341-A0E4-B4108D52F046,NULL,51:40.9
F0908D8B-B419-4B9A-B78C-309859D3DC76,DayCareSubsidySecondParentRequest@labor.gov.il,1,כל הזמן נתקע ומסורבל מאד!!!!,139591,7C77E163-E739-4F27-AB68-99E16753D03A,NULL,18:45.4
3C51D3D9-62DE-4410-BDE1-1A9902C45610,DayCareSubsidySecondParentRequest@labor.gov.il,5,קצר וקולע,92225,CA27FC33-1582-4A00-80F0-B34B74023E1A,NULL,41:46.9
395005A4-DB87-406B-B103-E7E108100280,DayCareSubsidySecondParentRequest@labor.gov.il,5,היה מצוין,154841,E6566B5F-B616-4877-8848-A9EFE9AE35B6,FD06E372-5A2D-40B8-B198-FCB430B9D386,48:52.2
E2A735A8-02F7-404F-A823-976D030DC6BC,DayCareSubsidySecondParentRequest@labor.gov.il,1,"AHVHV CRUR HU,R",200742,7F227716-E2E4-44D7-BF5E-FD0C4C36F184,NULL,28:51.9
49A1F9C4-191F-4109-A71D-2F73810138DA,DayCareSubsidySecondParentRequest@labor.gov.il,5,ידידותי ומובן מאוד משתפרים כל הזמן,111463,8B601B51-0CD8-4C6A-ABCD-710446965656,NULL,18:10.0
E2A7E738-4D54-404F-AB1D-1B2B7F911E43,DayCareSubsidySecondParentRequest@labor.gov.il,5,ההליך קל וידידותי. ,193948,45F07BEF-41A5-4F7E-973C-1E9374867B15,NULL,42:55.7
F6A0484F-47B7-4EFC-AA5E-E77200D268C1,DayCareSubsidySecondParentRequest@labor.gov.il,5,"רק תשלחו דרגה מהר 
תודה 
",132816,770A74EA-B4BF-4351-AD93-5BCF349A00D1,NULL,46:52.0
6C6D1AE9-CFB2-4D92-A2BA-978451789273,DayCareSubsidySecondParentRequest@labor.gov.il,3,תשלחו בזריזות את הדרגה ,203957,B77CD235-3BD1-4AF7-B6FD-26B8C37226B5,NULL,38:41.2
424696E4-5479-496E-8D4B-308BE20ED682,DayCareSubsidySecondParentRequest@labor.gov.il,5,ברור ומהיר,163501,6B12AF1A-4585-4E57-8DD9-3B346D954F7F,NULL,46:39.6
E5426341-79D8-463A-9474-1954CF2597FE,DayCareSubsidySecondParentRequest@labor.gov.il,3,הזדהות מסובכת ,164877,F8EE5DAF-0C24-4106-9026-DE5721A1A338,NULL,48:32.2
6E705DFE-8895-4D15-9DD1-EBEF654A67C6,DayCareSubsidySecondParentRequest@labor.gov.il,5,קל קלול להגיש בקשה,118386,6A66DAC3-7999-4C43-A7A8-47DF67D48B7B,NULL,10:44.9
803C5D72-7F45-4ED5-8988-93A7B58CE1BB,DayCareSubsidySecondParentRequest@labor.gov.il,4,"כששני בני הזוג משתמשים באותו דפדפן כאשר הורה 2 פותח את הקישור מהמייל אוטומטי עולה אתר ההזדהות על פרטי הורה 1 שכבר פתוח
מה שאני עשיתי זה שפתחתי את הקישור בחלון אנונימי חדש ואז יכולתי להכנס להזדהות של הורה 2 
אבל בהתחלה בטעות שלחתי את הטופס השני עם הפרטים של בן זוג 1
",140451,C050AE6B-FE3D-4BC3-B96A-FEBE71550596,NULL,07:11.4
03337952-855E-4579-952E-30A5FE0C5AC9,DayCareSubsidySecondParentRequest@labor.gov.il,2,מסורבל מדי,175499,24ED14F6-586D-435B-9819-A5E107461075,NULL,38:34.1
E6BEF3DA-9A4A-47AB-A6A1-194E2FB59BB5,DayCareSubsidySecondParentRequest@labor.gov.il,5,"ממשק מצוין וידידותי 
הכול בצורה מאד ברורה וקלה 
",116460,D302C573-88B3-48DD-8343-CF12E4DE0106,NULL,08:52.3
A3CB18F9-8F50-4B12-B362-EBF702A14B9B,DayCareSubsidySecondParentRequest@labor.gov.il,1,לא מספיק ברור,115854,F49C9E0E-C5F3-4634-9624-9816983F6841,NULL,32:38.3
D9494153-A05B-4590-B6E0-94325EDF3C71,DayCareSubsidySecondParentRequest@labor.gov.il,4,יותר מהיר לוקחים את הנתונים לבד,145301,BE15BD5B-966D-4117-85F4-8C44E2581E7D,NULL,57:39.9
423B93CC-80D2-4E43-9250-31AD453C4A70,DayCareSubsidySecondParentRequest@labor.gov.il,1,"למה לחלק את זה ככה למה לא הכול בטופס אחת????????????
סתם סיוט",102642,4052DDAF-5235-4CF7-80B0-0B70AA2DD685,NULL,40:33.0
9ABB5A38-1B76-4895-8468-1D4C23815088,DayCareSubsidySecondParentRequest@labor.gov.il,2,"לא מצליח להכניס את הפרטים שלך אישתי, פעלתי לפי ההורואות באתר וזה לא נותן לרשום פרטים של האמא. יצא שפרטי הורה 1 והורה 2 נותן רק את הפרטים שלי",128155,8FC3BE96-DCCB-4512-93BD-07D3C0C86157,NULL,47:01.6
A91506AE-1AF0-4ADF-9380-EBDF29BCB38F,DayCareSubsidySecondParentRequest@labor.gov.il,3,לציין אילו מסמכים צריך לצרף,169919,5E09269C-5860-473F-86F0-4C11C09CAB92,NULL,50:06.2
379708F3-7F72-48A7-8E3A-94FBE0153F29,DayCareSubsidySecondParentRequest@labor.gov.il,1,"למה כותבים ""הורה 1"" או ""הורה 2"" לא ברור מי הוא מי. שהיה שם פחות מסובך לא?",153313,57CD35E7-6B49-4943-B059-061B8267EC24,NULL,40:42.1
E7335962-2625-4E3B-A70A-397E9CB15883,DayCareSubsidySecondParentRequest@labor.gov.il,4,"להסביר יותר את מה שדרוש לעשות בטפסים 
למשל כתוב הורה 2 ולא מופיע הפרטים שלו",146096,E0AC0D57-98BC-41BA-9398-5F3D7C0D3E73,NULL,01:57.2
799DC609-C2B2-439B-A136-1D4E13F99590,DayCareSubsidySecondParentRequest@labor.gov.il,3,לא הבנתי מי זה הורה 2 אני או אשתי,179340,0AA826A5-E3EF-40BF-BCE0-008184E87864,NULL,08:49.8
5C4777A7-81E7-4207-A4B1-EAE3B07B1897,DayCareSubsidySecondParentRequest@labor.gov.il,5,"מיוחד,
רק תוסיפו כמה מילים טובות ואימוג'ים נחמדים
המון הצלחה
טיפ. טובת הציבור תעמוד לעיניכם תמיד, וכך יאהבו אותכם!",119834,E7C24070-460E-4CAE-9D52-B0DECB93F8F7,NULL,56:06.6
AD5885A5-527E-40B3-84A7-95D97F1FB52C,DayCareSubsidySecondParentRequest@labor.gov.il,2,חלה תקלה באתר מספר פעמים,196224,89571637-5D12-4783-96D0-87DDA62E9BE4,NULL,33:08.4
583D28DA-4616-4CE1-8311-396360479CBF,DayCareSubsidySecondParentRequest@labor.gov.il,3,"אין לי יאפה לערער על הסכומים
",92603,46858B04-F3A4-4038-80F1-354471A6294C,NULL,52:03.4
68ABB1E3-2118-4630-A556-1BEFBABE1BC7,DayCareSubsidySecondParentRequest@labor.gov.il,1,קשה לי בלי מענה אנושי וברור,195891,A4A0671F-67EF-4205-94BD-7DC4016C43B6,NULL,00:29.4
BAEC68D3-340D-4021-B731-EAE9700C4201,DayCareSubsidySecondParentRequest@labor.gov.il,4,הסברים ,165986,2F4B9DA4-60F4-4F66-B1EB-51E30F0534F1,NULL,15:01.8
43CA5C48-8B71-4246-82E6-95E32DA5CCEE,DayCareSubsidySecondParentRequest@labor.gov.il,1,אפשרות להגשת בקשה בפקס או בטלפון.,165972,D03126DB-D8D3-42C3-9CD7-A1E63CF8C7E8,NULL,10:40.0
6E0D5D91-3C87-41BA-8285-382EB31EB716,DayCareSubsidySecondParentRequest@labor.gov.il,2,פירוט פרטי עיסוק והכנסה בצורה ברורה ומסודרת שכוללת שמות מעסיקים ,179466,E5936530-EC73-4A55-88CB-F562BAA09C63,NULL,22:36.8
58B7EDF2-AD98-4EC9-A173-1BF92CB27FEA,DayCareSubsidySecondParentRequest@labor.gov.il,3,"לא מספיק ברור מה ניתן לערוך ואיך.
הכל נראה נעול ולא ברור.",107988,12C15E8C-CAE6-4586-B07F-86329FE65B01,NULL,28:19.1
D0D27C8A-22FF-47DC-A2E2-EAEBC8A89BB0,DayCareSubsidySecondParentRequest@labor.gov.il,1,מאוד לא ברור איפה אני אמורה להעלות את הנתונים של הורה 2,180981,092E64CD-1D57-497F-A1B4-A1E33FFCD5E0,5FA6C59B-03DE-4095-B412-B54922B3CE7D,38:15.5
F6F41B94-BE0C-45EC-83E4-95EE89744725,DayCareSubsidySecondParentRequest@labor.gov.il,5,כל הכבוד שמשתפרים משנה לשנה ,89974,EB661016-E852-4FE3-808E-F6F2760C2507,NULL,09:26.2
FA615B78-B207-41CC-85D8-37244B261BE1,DayCareSubsidySecondParentRequest@labor.gov.il,1,לא היה אפשרות למלא פרטים על האשה,132785,EFB336D0-E4DA-4890-826C-69F9A0C51427,NULL,37:53.2
A024082C-507A-47FF-A782-1BFF1322235B,DayCareSubsidySecondParentRequest@labor.gov.il,3,הנתונים לא היו נכונים/מעודכנים (מועד תחילת עבודה וכו'),152999,E1682C8E-FE88-4DEC-A21C-EABC37960CF6,NULL,20:08.6
1D999F88-94DF-4013-9901-EAEDE2322726,DayCareSubsidySecondParentRequest@labor.gov.il,4,"אם היה קצת יותר הסבר, הייתי שמחה.
אני יודעת שאנחנו צריכים להוסיף מסמכים אך אל היה כתוב לי אלו מסמכים בדיוק...",155546,1CD2C657-4E64-48F7-A1E1-37605B7C8F00,NULL,17:34.3
F6C40901-A53F-4FA6-A2E2-95FF13E2A8E7,DayCareSubsidySecondParentRequest@labor.gov.il,3,"שתהיה אפשרות לשנות פרטים
אין אפשרות לשנות כתובת מייל",161544,E7C8C78F-AAE2-4CD3-8FE4-BA8C191D71A4,NULL,31:19.8
EEE458EF-77E7-45F4-8A70-3742E23163F7,DayCareSubsidySecondParentRequest@labor.gov.il,4,"לא ברור איזה מסמכים בדיוק צריך להגיש
כל השאר בסדר 
תודה רבה !!",155418,C8F3D8C8-6168-4D4E-B0BB-9DB48FF5E09E,NULL,59:05.3
FF2947B6-0AF2-4D12-B58F-1A80CCC48A2C,DayCareSubsidySecondParentRequest@labor.gov.il,3,בעלי לא עובד וזה רושם אבטלה לא ברור  למה ואין את מי לשאול,161112,134FDF0A-7D36-40C6-89B6-05A7276BC895,NULL,51:18.0
C7B8C811-5B2F-43BC-8EB3-EA11E091ADAF,DayCareSubsidySecondParentRequest@labor.gov.il,1,"למה בהורה 2 זה חוזר להורה 1
",119516,99DAC237-506E-4EF6-82D9-D1D880C892CC,NULL,39:09.9
F61D8952-FE1A-4C5E-BBC9-9F7B2F559160,DayCareSubsidySecondParentRequest@labor.gov.il,5,"שירות יעיל ומאוד נוח 
תודה על השדרוג.",128543,2484D777-BCC0-4808-96DA-1E7C5B048898,NULL,50:20.0
CB73002C-F816-4AF9-BD10-3829170C0891,DayCareSubsidySecondParentRequest@labor.gov.il,2,לא נתן להגיש נתונים להורה מספר 2 חזר על נתוני הורה מספר 1,150373,7E1F009B-2B61-49D9-85C2-489022BC75E3,NULL,16:44.4
09991124-D87F-487E-9821-1023F3BDF5FB,DayCareSubsidySecondParentRequest@labor.gov.il,5,אש,91181,F8E7F1B1-7D89-4E42-9E09-7571430356B7,NULL,25:51.5
AAC6E06C-2A13-49D0-923A-E9FC203C5813,DayCareSubsidySecondParentRequest@labor.gov.il,1,מה העניין להיכנס ב-2 אזור אישי? לא הביא לי את הנתוני משכורת למרות שאני שכירה,122578,AA5F7B51-D0D1-475E-B6AE-979A480F514C,NULL,26:47.6
328222DC-7FBD-46CC-B472-9EA63A711EE5,DayCareSubsidySecondParentRequest@labor.gov.il,1,"אני מנסה לכתוב את הורה 2- אני האמא,
ולא מצליחה, כל הזמן מחזיר אותי לאבא- שיניתם משנה שעברה ולא מוצלח!",154409,5092ECA4-3333-4B49-90AA-1B94D42DF026,NULL,36:21.6
2E5281D3-EA7E-4254-9280-33645C713330,DayCareSubsidySecondParentRequest@labor.gov.il,4,"השירות מאוד נגיש ומובן, אך לקח לי מספר פעמים עד שהטופס נשלח בפועל, קיבלתי הודעות שגיאה לאחר המתנה ארוכה מספר פעמים. ",160206,96600F26-A925-4FAC-AE66-AF7210F35D2F,NULL,49:59.0
9BC5992B-2EA9-4264-B8E5-103C39688ADA,DayCareSubsidySecondParentRequest@labor.gov.il,5,קצר ולעניין!!,167507,3BA161F2-6DE3-4CFE-B224-D53EEF15396A,NULL,42:29.0
0796547E-A129-4C2A-9CC1-E8ECECC57C12,DayCareSubsidySecondParentRequest@labor.gov.il,5,הכל כל כך ברור וכן שלא צריך יותר לצרף מסמכים זה כיף מאוד,185882,324C2E67-D13F-44A7-9527-C202B7738FD4,NULL,33:52.7
F2840D16-FFAA-475E-A011-9E8A1F246BA3,DayCareSubsidySecondParentRequest@labor.gov.il,5,קליל ומובן מאד,186247,DE8F7C07-EC3D-4090-BB72-E1B22815665A,NULL,46:15.8
941B8396-7B06-4DE9-9899-3376A194DFDA,DayCareSubsidySecondParentRequest@labor.gov.il,1,אפשר לבוא לקראת הציבור שאין לו גישה לאתרים!!,140431,3C7D5FC7-271B-4CDE-A6D7-E6C4E535DD86,NULL,05:20.1
7F2C0238-0143-4126-BE0A-0E8356989C90,DayCareSubsidySecondParentRequest@labor.gov.il,3,לא הצלחתי למלא את פרטי המצב המשפחתי...,130389,D8FEF747-77E3-4CA0-A67D-4EED7D5ADCC1,NULL,31:19.2
F646B187-2CDF-4F99-86B0-E9D47317E5FE,DayCareSubsidySecondParentRequest@labor.gov.il,5,לא צריך למלא הרבה טפסים,122964,98FFD3F7-A570-4C53-BA3D-60CF5DD7DD60,NULL,57:12.5
EC4FFC57-9B17-4515-8BDE-9F8ACC2936F5,DayCareSubsidySecondParentRequest@labor.gov.il,5,מהיר וקליט,195969,C823806B-60F7-457D-8B4F-DF3D3AE6642A,NULL,06:20.0
8ECFC539-06FE-4778-80DE-335537656DB1,DayCareSubsidySecondParentRequest@labor.gov.il,3,לא נותנים למלא מצב אישי,112991,D96A3FB8-B11D-4DD4-84C7-227252F44865,NULL,01:21.6
95FA1448-9247-4FB7-8329-0E83B65DA793,DayCareSubsidySecondParentRequest@labor.gov.il,2,לא ידענו למי לפנות כשהיו לנו שאלות ,137581,F8E849C0-5B04-45BD-8B6C-908E6CAE9EE9,NULL,59:35.1
751610A7-EF10-44CB-8F58-E3DEFA771692,DayCareSubsidySecondParentRequest@labor.gov.il,5,"מאד ברור
קצר ויעיל",93490,684FBA30-5C41-4EDF-B171-157B439064AB,NULL,01:20.5
0FE0B4FD-447F-4EBE-9580-9F902A096F75,DayCareSubsidySecondParentRequest@labor.gov.il,1,לא מצליחה למלא את פרטי האב ,111609,CDD76980-B74F-4C5F-B023-475E1E0523E5,NULL,22:41.6
54BBE24F-A3C3-4F28-941F-37388863B143,DayCareSubsidySecondParentRequest@labor.gov.il,5,"וואו.מדהים
רק יותר מידי תיבות של 'טופס 1' טופס2'  כשהכל כבר מלא גם ככה",97293,BB5778EA-785E-4C19-9AD3-B4038E1BCA96,NULL,33:15.9
2AFD976F-44E4-4B8C-8460-0DA62E56968C,DayCareSubsidySecondParentRequest@labor.gov.il,5,מעולה,94236,7A474A15-439A-4956-9B6D-9E4E68B1B960,NULL,14:54.7
BB162C60-7333-489D-BA17-E45CDD43FCE5,DayCareSubsidySecondParentRequest@labor.gov.il,3,לי ולאשתי יש את אותו המייל וזה שולח לנו בהורה מס 2 את הפרטים שלי שוב ואי אפשר לשנות כלום עכשיו צריך לחכות שנה עד שתענו וזה בטח פרוצדורה לתקן את זה,161294,3828224B-23CF-4CA1-8F8E-2144EAF51BA6,NULL,03:36.6
907171B6-B16A-4A77-8B57-A1EAD97D6DFB,DayCareSubsidySecondParentRequest@labor.gov.il,3,לא היה ברור המעבר להורה 2,184866,CC05A85D-CF9A-45E9-87A3-637B0132FBC7,NULL,59:43.0
F590DE19-6AAD-4FDB-904F-3738DD6BA8AF,DayCareSubsidySecondParentRequest@labor.gov.il,3,אני לא הבנתי מה כלכך רציתם שאני הרשום,191131,43D7BFEC-B21B-4C95-BEA7-0A1F461982B3,NULL,08:14.3
0F78B0F9-36F1-4C87-94A7-0E6D759F3A53,DayCareSubsidySecondParentRequest@labor.gov.il,5,אחלה עיצוב. נוח להעלות את המסמכים.  מובן ומסודר,92077,C300C5E1-AF2D-466F-8BC1-6D0A2DFB97AC,NULL,40:15.6
A660A8AB-8EBD-4431-9111-E44131F66871,DayCareSubsidySecondParentRequest@labor.gov.il,3,"נגישות!!!!
לא רק באתר",146977,A7F7AD36-C4A8-49CE-944B-BF0AEECBC25A,NULL,53:20.8
B25A88F3-8BAE-46EB-9C0E-A2AAC6F6C658,DayCareSubsidySecondParentRequest@labor.gov.il,5,"הורה 1 שכח להכניס טפסים משום בלבול, להוסיף  אפשרות להוסיף טפסים שלו אצל הורה 2",142160,3E744748-E4E9-4115-B842-132343E5A183,NULL,22:46.2
D2A95FFE-AC4A-4EF4-BC99-362124F75155,DayCareSubsidySecondParentRequest@labor.gov.il,4,שיהיה לי עוד יותר טוב ועוד יותר טוב... ,167685,7C31FAC7-E798-4DA3-9D67-46E0930019D6,NULL,07:25.7
3E887C4E-E2ED-43B4-81FE-09E567EF7129,DayCareSubsidySecondParentRequest@labor.gov.il,3,קצת לא מובן לגבי פרטים,100393,1BE90147-5090-40CA-828B-82168B247C3B,NULL,05:42.2
76D44FCA-94B9-4B3F-B4FD-E44A2A019AF8,DayCareSubsidySecondParentRequest@labor.gov.il,5,כיף שאתם מסונכרנים על המערכות ולא צריך להגיש מליון טפסים. תודה,129190,C0E7E09B-E940-4079-947B-A4C794A20209,NULL,46:34.9
49A90E1D-C7AA-4AAE-9C4A-A1B4B0C0D9C5,DayCareSubsidySecondParentRequest@labor.gov.il,3,למה אין לי אפשרות להכניס את הפרטים של הורה 2?,183331,5C9B5C2C-A117-44D5-86F1-BF87F173F989,NULL,19:26.2
A2EB5B4E-4B92-41D9-9821-356837845A8D,DayCareSubsidySecondParentRequest@labor.gov.il,1,"יש לכם טעות בקישור שנשלח אליי (להורה 2) אחרי שאישתי מילאה את הפרטים שלה, בקישור שנשלח אליי יש שוב את הפרטים של אשתי ולא את הפרטים שלי",136306,0106CF57-40AA-4109-87E8-FC39118E4243,NULL,31:11.9
39711313-1891-42A7-BC8C-09E7C42EDEC6,DayCareSubsidySecondParentRequest@labor.gov.il,4,לא היה מספיק ברור שצריך לצאת ולהיכנס מהמערכת,125340,D1E83614-9854-4126-8CA5-C89295D5C18F,NULL,38:24.4
AB0A2CFB-92BD-4334-8D7D-E11C38E4FA30,DayCareSubsidySecondParentRequest@labor.gov.il,4,לא ידעתי איזה מסמכים כבר קיימים ואיזה להעלות?,177516,F35AC079-E11F-47CF-BA3B-C000D3385E38,NULL,39:01.4
41141F43-1E7E-4922-9364-A1B86C2844DF,DayCareSubsidySecondParentRequest@labor.gov.il,5,קליל נוח ומשודרג,155058,3E129EFD-DB58-4F05-8CF2-9D0FE3329330,NULL,07:21.2
FE585C18-8D12-4966-B93C-3572A26D30F6,DayCareSubsidySecondParentRequest@labor.gov.il,4,"כפי שהבנתי ממלאים פרטים רק עבור הורה 1
אין אפשרות למלאות עבור שניהם
אז מדוע כתוב בכותרת פרטי הורה 2?",117752,CBDEA5E8-EE21-42EB-A8F0-5A7F7926138F,NULL,30:01.6
F3546F87-8E76-46A2-8714-09E945F90817,DayCareSubsidySecondParentRequest@labor.gov.il,2,"הטופס מערבב בין שני ההורים.
אם נכנסים מאותו מחשב/טלפון הוא לא מצליח להבדיל בין ההורים ועושה סלט.
",107132,4239459D-7BE9-4465-AB1D-CC32BCEA4B34,NULL,17:15.9
7D0D4B48-1CD6-419B-9343-E30EDF136411,DayCareSubsidySecondParentRequest@labor.gov.il,3,לא ברור כל הנתונים של השכר בתוך עצמאי ,143487,0D36DB22-2973-4194-938F-193609269E4F,NULL,21:30.6
D9190357-CE19-4805-8ADA-9B9D9F122E66,DayCareSubsidySecondParentRequest@labor.gov.il,1,להיות יותר ברורים מה אתם רוצים ממנו,198460,764CEEE1-7E68-46B6-8DB0-D73610E24486,NULL,52:34.8
156B5595-92BB-482F-8720-2A19511D2244,DayCareSubsidySecondParentRequest@labor.gov.il,4,שהממסכים שמעלים במערכת יגיע אחרי דקה או שתי דקות שאפשר להתעדכן שהוא טוב ,121967,1829AF0C-A4AB-46B1-B0F1-E1D8D5EE951F,NULL,50:20.9
5678060E-2C45-44BE-808E-09EFD0C11F6D,DayCareSubsidySecondParentRequest@labor.gov.il,2,בלגן עם הורה 1 והורה 2,167751,101DB46C-35B3-4672-BFB4-158D899C1CEC,NULL,15:24.3
DED7FF73-B515-4107-BA99-E013642034D0,DayCareSubsidySecondParentRequest@labor.gov.il,5,מהיר ונעים יותר מהצפוי,128517,E039A5E2-0A31-4B21-B80C-E4CAF1B20BEB,NULL,37:04.1
9391D818-93A4-4A22-B39D-9BB238632012,DayCareSubsidySecondParentRequest@labor.gov.il,5,nexho!!!,180379,51FC7FC7-B9A3-4B86-A801-B8425C4C4C1F,NULL,53:45.4
55621F80-1F26-47B0-A7C8-2ACCC8B51FDD,DayCareSubsidySecondParentRequest@labor.gov.il,1,"הרבה שדות שלא מאפשרים למלא בהם כלום, אם אני צריך למלא שיופיע, אם לא, שיעלם",196912,57D8DC0F-62C5-4B18-B887-A3C64C2AA94B,NULL,19:46.7
4A7C917D-BE53-49C2-BEFC-0AB0DC930640,DayCareSubsidySecondParentRequest@labor.gov.il,4,בכניסה לאתר והעברה בין קבצים ודפים מאוד איטי,129048,F85F2878-0A86-46AC-AF2D-22603487B5D6,NULL,25:36.3
F09F73C3-5F54-418D-A9CC-DFFFC6F3D641,DayCareSubsidySecondParentRequest@labor.gov.il,1,הנתונים המופיעים לא נכונים,179432,2EAAB3BA-6669-467D-A0F8-1393551C9036,NULL,17:45.4
C164D689-DDB0-4189-874B-9C8646D3B660,DayCareSubsidySecondParentRequest@labor.gov.il,5,מדהים וקל,130333,31F49032-BA50-492B-84D0-6114576AC377,NULL,27:16.1
BEAFD85B-F7B9-4F46-8238-2A0A06319182,DayCareSubsidySecondParentRequest@labor.gov.il,1,"לא הצלחנו למלא פרטים עבור הורה 2 
נתן לנו רק אופציה של הורה 1????????? ",144700,9521CA32-9627-4687-A4DC-37831B954D33,NULL,24:56.6
26C02397-5CBD-497B-9C1E-0AB1C5BB5E32,DayCareSubsidySecondParentRequest@labor.gov.il,5,השתפרתם מעולה,95243,3329F777-01ED-4206-836F-00C92D35C231,NULL,34:41.2
AE6835C1-B53D-4541-96A1-E00223832ABD,DayCareSubsidySecondParentRequest@labor.gov.il,3,הוא הרבה פעמים כותב שזה לא טוב.,101641,80A22C75-F661-48A7-BE46-84E811B5B18C,E66E4A57-4741-4F7A-881D-096FDE1F0EB2,48:04.8
A731979F-A8B3-4343-9050-9CA3F56FF026,DayCareSubsidySecondParentRequest@labor.gov.il,2,"לא הבנתי אם צריך לצרף מסמכים ואיזה מסמכים
לא הבנתי מה עם פרטי הורה 2",94235,81EC33AA-AC79-448C-9E92-A688F9E6342C,NULL,16:55.7
11F215CC-C5FF-4F85-B10C-29980549F473,DayCareSubsidySecondParentRequest@labor.gov.il,5,נח לאין ערוך מהשירות הישן,114831,1F4C1816-5422-4AD8-B847-EB9C37E82289,NULL,56:43.9
061B71DD-4A3A-47A3-B1D6-05B78573E914,DayCareSubsidySecondParentRequest@labor.gov.il,3,"כתבתם את הנתונים של הורה אחד גם בשביל הורה שני ואין אפרות של שינוייים ומחיקות....
זו טעות רצינית למדי.",94066,CE83CE02-E994-48F7-9E45-AEDBA5993940,NULL,18:18.6
77951745-EA08-48AE-B3DB-DD3269E91BAA,DayCareSubsidySecondParentRequest@labor.gov.il,2,להסביר יותר מה מקבלים מהביטוח הלאומי זה פרטים אישיים ואני לא רוצה שיעברו...,181809,C4C76E3D-31FC-4042-A07B-D0B4CAEBA8F6,NULL,17:01.9
B9EE799D-9B15-41AC-93EE-9DA059FBF4E9,DayCareSubsidySecondParentRequest@labor.gov.il,5,צמצמתם את האפשרויות ולכן היה פחות סיבוכים... תודה,120323,7500A92F-750C-4278-A4DB-9BFA91BF2252,NULL,32:48.3
6056CFBE-1CE4-4D27-BE64-2C47205C3834,DayCareSubsidySecondParentRequest@labor.gov.il,2,הכוונה ובהירות ובעיקר ניסוח בלשון מדוברת ,166329,B6DF5E76-7BD1-481E-B31E-F42F709A65C1,NULL,50:07.3
